Name,Location Type,Parent Name,Capacity,Latitude 1,Longitude 1,Latitude 2,Longitude 2,Latitude 3,Longitude 3,Latitude 4,Longitude 4,Latitude 5,Longitude 5,Circle Radius,Circle Center
G 20                          ,                              ,                              ,                              ,33.23006007258695,-96.85880285471106,33.23011111460714,-96.85880285471106,33.23011111460714,-96.85883235901022,33.23006007258695,-96.85883235901022,33.230085593597046            ,-96.85881760686064            ,                                                            ,                                                                                                    
G 21                          ,                              ,                              ,                              ,33.23006007258695,-96.8587733504119,33.23011111460714,-96.8587733504119,33.23011111460714,-96.85880285471106,33.23006007258695,-96.85880285471106,33.230085593597046            ,-96.85878810256148            ,                                                            ,                                                                                                    
G 22                          ,                              ,                              ,                              ,33.23006007258695,-96.85874384611273,33.23011111460714,-96.85874384611273,33.23011111460714,-96.8587733504119,33.23006007258695,-96.8587733504119,33.230085593597046            ,-96.85875859826231            ,                                                            ,                                                                                                    
G 23                          ,                              ,                              ,                              ,33.23006007258695,-96.85871434181357,33.23011111460714,-96.85871434181357,33.23011111460714,-96.85874384611273,33.23006007258695,-96.85874384611273,33.230085593597046            ,-96.85872909396315            ,                                                            ,                                                                                                    
G 8                           ,                              ,                              ,                              ,33.23006007258698,-96.85921336680079,33.23011111460717,-96.85921336680079,33.23011111460717,-96.8592427369895,33.23006007258698,-96.8592427369895,33.230085593597074            ,-96.85922805189514            ,                                                            ,                                                                                                    
G 9                           ,                              ,                              ,                              ,33.23006007258698,-96.85918399661207,33.23011111460717,-96.85918399661207,33.23011111460717,-96.85921336680079,33.23006007258698,-96.85921336680079,33.230085593597074            ,-96.85919868170643            ,                                                            ,                                                                                                    
G 10                          ,                              ,                              ,                              ,33.23006007258698,-96.85915462642336,33.23011111460717,-96.85915462642336,33.23011111460717,-96.85918399661207,33.23006007258698,-96.85918399661207,33.230085593597074            ,-96.85916931151772            ,                                                            ,                                                                                                    
G 11                          ,                              ,                              ,                              ,33.23006007258698,-96.85912525623465,33.23011111460717,-96.85912525623465,33.23011111460717,-96.85915462642336,33.23006007258698,-96.85915462642336,33.230085593597074            ,-96.859139941329              ,                                                            ,                                                                                                    
G 12                          ,                              ,                              ,                              ,33.23006007258698,-96.85909588604594,33.23011111460717,-96.85909588604594,33.23011111460717,-96.85912525623465,33.23006007258698,-96.85912525623465,33.230085593597074            ,-96.85911057114029            ,                                                            ,                                                                                                    
G 13                          ,                              ,                              ,                              ,33.23006007258698,-96.85906651585722,33.23011111460717,-96.85906651585722,33.23011111460717,-96.85909588604594,33.23006007258698,-96.85909588604594,33.230085593597074            ,-96.85908120095158            ,                                                            ,                                                                                                    
G 14                          ,                              ,                              ,                              ,33.23006007258698,-96.85903714566851,33.23011111460717,-96.85903714566851,33.23011111460717,-96.85906651585722,33.23006007258698,-96.85906651585722,33.230085593597074            ,-96.85905183076287            ,                                                            ,                                                                                                    
G 15                          ,                              ,                              ,                              ,33.23006007258698,-96.8590077754798,33.23011111460717,-96.8590077754798,33.23011111460717,-96.85903714566851,33.23006007258698,-96.85903714566851,33.230085593597074            ,-96.85902246057415            ,                                                            ,                                                                                                    
G 16                          ,                              ,                              ,                              ,33.23006007258698,-96.85897840529108,33.23011111460717,-96.85897840529108,33.23011111460717,-96.8590077754798,33.23006007258698,-96.8590077754798,33.230085593597074            ,-96.85899309038544            ,                                                            ,                                                                                                    
G 17                          ,                              ,                              ,                              ,33.23006007258698,-96.85894903510237,33.23011111460717,-96.85894903510237,33.23011111460717,-96.85897840529108,33.23006007258698,-96.85897840529108,33.230085593597074            ,-96.85896372019673            ,                                                            ,                                                                                                    
G 1                           ,                              ,                              ,                              ,33.230061755291416,-96.85947091634212,33.23011279731061,-96.85947091634212,33.23011279731061,-96.85950022905493,33.230061755291416,-96.85950022905493,33.23008727630101             ,-96.85948557269853            ,                                                            ,                                                                                                    
G 2                           ,                              ,                              ,                              ,33.230061755291416,-96.85944160362932,33.23011279731061,-96.85944160362932,33.23011279731061,-96.85947091634212,33.230061755291416,-96.85947091634212,33.23008727630101             ,-96.85945625998572            ,                                                            ,                                                                                                    
G 3                           ,                              ,                              ,                              ,33.230061755291416,-96.85941229091651,33.23011279731061,-96.85941229091651,33.23011279731061,-96.85944160362932,33.230061755291416,-96.85944160362932,33.23008727630101             ,-96.85942694727291            ,                                                            ,                                                                                                    
G 4                           ,                              ,                              ,                              ,33.230061755291416,-96.85938297820371,33.23011279731061,-96.85938297820371,33.23011279731061,-96.85941229091651,33.230061755291416,-96.85941229091651,33.23008727630101             ,-96.85939763456011            ,                                                            ,                                                                                                    
G 5                           ,                              ,                              ,                              ,33.230061755291416,-96.8593536654909,33.23011279731061,-96.8593536654909,33.23011279731061,-96.85938297820371,33.230061755291416,-96.85938297820371,33.23008727630101             ,-96.85936832184731            ,                                                            ,                                                                                                    
